title,link,description,pub_date,source
Proposed broadband upgrades for northeastern and central Pennsylvania - WNEP Scranton/Wilkes-Barre,https://news.google.com/rss/articles/CBMi0AFodHRwczovL3d3dy53bmVwLmNvbS9hcnRpY2xlL25ld3MvbG9jYWwvcHJvcG9zZWQtYnJvYWRiYW5kLXVwZ3JhZGVzLWZvci1ub3J0aGVhc3Rlcm4tYW5kLWNlbnRyYWwtcGVubnN5bHZhbmlhLWVtZXJnZW5jeS1zZXJ2aWNlcy1qZXNzdXAtYm9ubmllLXNtaXRoLWJpZGVuLWpvc2gtc2hhcGlyby81MjMtOWE1ZjA0ZGEtYjU5Ni00MTI3LTk0NmQtODgwNzExMDdlOTJj0gHUAWh0dHBzOi8vd3d3LnduZXAuY29tL2FtcC9hcnRpY2xlL25ld3MvbG9jYWwvcHJvcG9zZWQtYnJvYWRiYW5kLXVwZ3JhZGVzLWZvci1ub3J0aGVhc3Rlcm4tYW5kLWNlbnRyYWwtcGVubnN5bHZhbmlhLWVtZXJnZW5jeS1zZXJ2aWNlcy1qZXNzdXAtYm9ubmllLXNtaXRoLWJpZGVuLWpvc2gtc2hhcGlyby81MjMtOWE1ZjA0ZGEtYjU5Ni00MTI3LTk0NmQtODgwNzExMDdlOTJj?oc=5," href=""https://news.google.com/rss/articles/CBMi0AFodHRwczovL3d3dy53bmVwLmNvbS9hcnRpY2xlL25ld3MvbG9jYWwvcHJvcG9zZWQtYnJvYWRiYW5kLXVwZ3JhZGVzLWZvci1ub3J0aGVhc3Rlcm4tYW5kLWNlbnRyYWwtcGVubnN5bHZhbmlhLWVtZXJnZW5jeS1zZXJ2aWNlcy1qZXNzdXAtYm9ubmllLXNtaXRoLWJpZGVuLWpvc2gtc2hhcGlyby81MjMtOWE1ZjA0ZGEtYjU5Ni00MTI3LTk0NmQtODgwNzExMDdlOTJj0gHUAWh0dHBzOi8vd3d3LnduZXAuY29tL2FtcC9hcnRpY2xlL25ld3MvbG9jYWwvcHJvcG9zZWQtYnJvYWRiYW5kLXVwZ3JhZGVzLWZvci1ub3J0aGVhc3Rlcm4tYW5kLWNlbnRyYWwtcGVubnN5bHZhbmlhLWVtZXJnZW5jeS1zZXJ2aWNlcy1qZXNzdXAtYm9ubmllLXNtaXRoLWJpZGVuLWpvc2gtc2hhcGlyby81MjMtOWE1ZjA0ZGEtYjU5Ni00MTI3LTk0NmQtODgwNzExMDdlOTJj?oc=5"" target=""_blank"">Proposed broadband upgrades for northeastern and central Pennsylvania</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WNEP Scranton/Wilkes-Barre</font",2023-07-12 00:19:00+00:00,WNEP Scranton/Wilkes-Barre
"Photos: Summer studies, kickball and tie-dye - Northeastern Global ... - Northeastern University",https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDYvMjMvcGhvdG9zLXN1bW1lci1zdHVkaWVzLWtpY2tiYWxsLWFuZC10aWUtZHllLXNoaXJ0cy_SAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDYvMjMvcGhvdG9zLXN1bW1lci1zdHVkaWVzLWtpY2tiYWxsLWFuZC10aWUtZHllLXNoaXJ0cy_SAQA?oc=5"" target=""_blank"">Photos: Summer studies, kickball and tie-dye - Northeastern Global ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-06-23 07:00:00+00:00,Northeastern University
How Clean is the Air in Your Neighborhood? - Northeastern University,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDYvMjEvYWlyLXF1YWxpdHktbWVhc3VyZW1lbnQtYm9zdG9uL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDYvMjEvYWlyLXF1YWxpdHktbWVhc3VyZW1lbnQtYm9zdG9uL9IBAA?oc=5"" target=""_blank"">How Clean is the Air in Your Neighborhood?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-06-21 07:00:00+00:00,Northeastern University
Ecuador: Adverse weather forecast across northeastern and ... - Crisis24,https://news.google.com/rss/articles/CBMikAFodHRwczovL2NyaXNpczI0LmdhcmRhLmNvbS9hbGVydHMvMjAyMy8wNy9lY3VhZG9yLWFkdmVyc2Utd2VhdGhlci1mb3JlY2FzdC1hY3Jvc3Mtbm9ydGhlYXN0ZXJuLWFuZC1ub3J0aHdlc3Rlcm4tcmVnaW9ucy10aHJvdWdoLWF0LWxlYXN0LWp1bHktMTjSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMikAFodHRwczovL2NyaXNpczI0LmdhcmRhLmNvbS9hbGVydHMvMjAyMy8wNy9lY3VhZG9yLWFkdmVyc2Utd2VhdGhlci1mb3JlY2FzdC1hY3Jvc3Mtbm9ydGhlYXN0ZXJuLWFuZC1ub3J0aHdlc3Rlcm4tcmVnaW9ucy10aHJvdWdoLWF0LWxlYXN0LWp1bHktMTjSAQA?oc=5"" target=""_blank"">Ecuador: Adverse weather forecast across northeastern and ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Crisis24</font",2023-07-13 21:44:00+00:00,Crisis24
"Photos: Soccer tournament, summer strolls and orientation ... - Northeastern University",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDYvMzAvcGhvdG9zLXNvY2Nlci10b3VybmFtZW50LXN1bW1lci1zdHJvbGxzLWFuZC1vcmllbnRhdGlvbi_SAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDYvMzAvcGhvdG9zLXNvY2Nlci10b3VybmFtZW50LXN1bW1lci1zdHJvbGxzLWFuZC1vcmllbnRhdGlvbi_SAQA?oc=5"" target=""_blank"">Photos: Soccer tournament, summer strolls and orientation ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-06-30 07:00:00+00:00,Northeastern University
Northeastern moving on from Lamar Fahnestock as boys' volleyball ... - York Dispatch,https://news.google.com/rss/articles/CBMimgFodHRwczovL3d3dy55b3JrZGlzcGF0Y2guY29tL3N0b3J5L3Nwb3J0cy9oaWdoLXNjaG9vbC92b2xsZXliYWxsLzIwMjMvMDYvMjcvbGFtYXItZmFobmVzdG9jay1ub3J0aGVhc3Rlcm4tYm95cy1oZWFkLWNvYWNoLWNoYW5nZS1zZWFzb24tcmVjYXAvNzAzNjExMzkwMDcv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMimgFodHRwczovL3d3dy55b3JrZGlzcGF0Y2guY29tL3N0b3J5L3Nwb3J0cy9oaWdoLXNjaG9vbC92b2xsZXliYWxsLzIwMjMvMDYvMjcvbGFtYXItZmFobmVzdG9jay1ub3J0aGVhc3Rlcm4tYm95cy1oZWFkLWNvYWNoLWNoYW5nZS1zZWFzb24tcmVjYXAvNzAzNjExMzkwMDcv0gEA?oc=5"" target=""_blank"">Northeastern moving on from Lamar Fahnestock as boys' volleyball ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">York Dispatch</font",2023-06-27 07:00:00+00:00,York Dispatch
Northeastern+breaks+ground+on+new+Oklahoma+College+of+ ... - Journal Record,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vam91cm5hbHJlY29yZC5jb20vMjAyMy8wNy8wMS9ub3J0aGVhc3Rlcm4tYnJlYWtzLWdyb3VuZC1vbi1uZXctb2tsYWhvbWEtY29sbGVnZS1vZi1vcHRvbWV0cnkv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vam91cm5hbHJlY29yZC5jb20vMjAyMy8wNy8wMS9ub3J0aGVhc3Rlcm4tYnJlYWtzLWdyb3VuZC1vbi1uZXctb2tsYWhvbWEtY29sbGVnZS1vZi1vcHRvbWV0cnkv0gEA?oc=5"" target=""_blank"">Northeastern+breaks+ground+on+new+Oklahoma+College+of+ ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Journal Record</font",2023-07-01 07:00:00+00:00,Journal Record
Flash flooding turns streets into rapids in northeastern Spain - Fox Weather ,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmZveHdlYXRoZXIuY29tL2V4dHJlbWUtd2VhdGhlci96YXJhZ296YS1zdHJlZXQtZmxvb2RpbmctdmlkZW8tcmFpbtIBUmh0dHBzOi8vd3d3LmZveHdlYXRoZXIuY29tL2V4dHJlbWUtd2VhdGhlci96YXJhZ296YS1zdHJlZXQtZmxvb2RpbmctdmlkZW8tcmFpbi5hbXA?oc=5," href=""https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmZveHdlYXRoZXIuY29tL2V4dHJlbWUtd2VhdGhlci96YXJhZ296YS1zdHJlZXQtZmxvb2RpbmctdmlkZW8tcmFpbtIBUmh0dHBzOi8vd3d3LmZveHdlYXRoZXIuY29tL2V4dHJlbWUtd2VhdGhlci96YXJhZ296YS1zdHJlZXQtZmxvb2RpbmctdmlkZW8tcmFpbi5hbXA?oc=5"" target=""_blank"">Flash flooding turns streets into rapids in northeastern Spain</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fox Weather </font",2023-07-07 07:00:00+00:00,Fox Weather 
"Severe thunderstorm warning: southwestern Logan, northeastern ... - panhandle.newschannelnebraska.com",https://news.google.com/rss/articles/CBMihAFodHRwczovL3BhbmhhbmRsZS5uZXdzY2hhbm5lbG5lYnJhc2thLmNvbS9zdG9yeS80OTE5NDEwMy9zZXZlcmUtdGh1bmRlcnN0b3JtLXdhcm5pbmctc291dGh3ZXN0ZXJuLWxvZ2FuLW5vcnRoZWFzdGVybi1tb3JnYW4tY291bnRpZXPSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMihAFodHRwczovL3BhbmhhbmRsZS5uZXdzY2hhbm5lbG5lYnJhc2thLmNvbS9zdG9yeS80OTE5NDEwMy9zZXZlcmUtdGh1bmRlcnN0b3JtLXdhcm5pbmctc291dGh3ZXN0ZXJuLWxvZ2FuLW5vcnRoZWFzdGVybi1tb3JnYW4tY291bnRpZXPSAQA?oc=5"" target=""_blank"">Severe thunderstorm warning: southwestern Logan, northeastern ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">panhandle.newschannelnebraska.com</font",2023-07-13 23:01:00+00:00,panhandle.newschannelnebraska.com
Why Was Leslie Van Houten Released on Parole? - Northeastern University,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMTIvbGVzbGllLXZhbi1ob3V0ZW4tY2hhcmxlcy1tYW5zb24tY3VsdC1tZW1iZXIv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMTIvbGVzbGllLXZhbi1ob3V0ZW4tY2hhcmxlcy1tYW5zb24tY3VsdC1tZW1iZXIv0gEA?oc=5"" target=""_blank"">Why Was Leslie Van Houten Released on Parole?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-07-12 20:42:37+00:00,Northeastern University
"Northeastern Ontario municipalities lift their fire bans, following the province's lead - CBC.ca",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9zdWRidXJ5L2ZpcmUtYmFucy1saWZ0ZWQtbm9ydGhlYXN0ZXJuLW9udGFyaW8tMS42OTA0NDY20gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY5MDQ0NjY?oc=5," href=""https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9zdWRidXJ5L2ZpcmUtYmFucy1saWZ0ZWQtbm9ydGhlYXN0ZXJuLW9udGFyaW8tMS42OTA0NDY20gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY5MDQ0NjY?oc=5"" target=""_blank"">Northeastern Ontario municipalities lift their fire bans, following the province's lead</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBC.ca</font",2023-07-12 15:18:47+00:00,CBC.ca
"Restoring emergency, maternal and child health services in ... - ReliefWeb",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vcmVsaWVmd2ViLmludC9yZXBvcnQvbmlnZXJpYS9yZXN0b3JpbmctZW1lcmdlbmN5LW1hdGVybmFsLWFuZC1jaGlsZC1oZWFsdGgtc2VydmljZXMtbm9ydGhlYXN0ZXJuLW5pZ2VyaWHSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMicGh0dHBzOi8vcmVsaWVmd2ViLmludC9yZXBvcnQvbmlnZXJpYS9yZXN0b3JpbmctZW1lcmdlbmN5LW1hdGVybmFsLWFuZC1jaGlsZC1oZWFsdGgtc2VydmljZXMtbm9ydGhlYXN0ZXJuLW5pZ2VyaWHSAQA?oc=5"" target=""_blank"">Restoring emergency, maternal and child health services in ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ReliefWeb</font",2023-07-15 06:47:57+00:00,ReliefWeb
"‘My house has been an island’: Northeastern communities face a long road to recovery after devastating floods put neighborhoods under water - WSVN 7News | Miami News, Weather, Sports | Fort Lauderdale",https://news.google.com/rss/articles/CBMiqAFodHRwczovL3dzdm4uY29tL25ld3MvdXMtd29ybGQvbXktaG91c2UtaGFzLWJlZW4tYW4taXNsYW5kLW5vcnRoZWFzdGVybi1jb21tdW5pdGllcy1mYWNlLWEtbG9uZy1yb2FkLXRvLXJlY292ZXJ5LWFmdGVyLWRldmFzdGF0aW5nLWZsb29kcy1wdXQtbmVpZ2hib3Job29kcy11bmRlci13YXRlci_SAawBaHR0cHM6Ly93c3ZuLmNvbS9uZXdzL3VzLXdvcmxkL215LWhvdXNlLWhhcy1iZWVuLWFuLWlzbGFuZC1ub3J0aGVhc3Rlcm4tY29tbXVuaXRpZXMtZmFjZS1hLWxvbmctcm9hZC10by1yZWNvdmVyeS1hZnRlci1kZXZhc3RhdGluZy1mbG9vZHMtcHV0LW5laWdoYm9yaG9vZHMtdW5kZXItd2F0ZXIvYW1wLw?oc=5," href=""https://news.google.com/rss/articles/CBMiqAFodHRwczovL3dzdm4uY29tL25ld3MvdXMtd29ybGQvbXktaG91c2UtaGFzLWJlZW4tYW4taXNsYW5kLW5vcnRoZWFzdGVybi1jb21tdW5pdGllcy1mYWNlLWEtbG9uZy1yb2FkLXRvLXJlY292ZXJ5LWFmdGVyLWRldmFzdGF0aW5nLWZsb29kcy1wdXQtbmVpZ2hib3Job29kcy11bmRlci13YXRlci_SAawBaHR0cHM6Ly93c3ZuLmNvbS9uZXdzL3VzLXdvcmxkL215LWhvdXNlLWhhcy1iZWVuLWFuLWlzbGFuZC1ub3J0aGVhc3Rlcm4tY29tbXVuaXRpZXMtZmFjZS1hLWxvbmctcm9hZC10by1yZWNvdmVyeS1hZnRlci1kZXZhc3RhdGluZy1mbG9vZHMtcHV0LW5laWdoYm9yaG9vZHMtdW5kZXItd2F0ZXIvYW1wLw?oc=5"" target=""_blank"">‘My house has been an island’: Northeastern communities face a long road to recovery after devastating floods put neighborhoods under water</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WSVN 7News | Miami News, Weather, Sports | Fort Lauderdale</font",2023-07-12 09:49:51+00:00,"WSVN 7News | Miami News, Weather, Sports | Fort Lauderdale"
M23 rebel group suspected of killing 11 in Northeastern Congo - The Standard,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LnN0YW5kYXJkbWVkaWEuY28ua2UvYWZyaWNhL2FydGljbGUvMjAwMTQ3NzQwOS9tMjMtcmViZWwtZ3JvdXAtc3VzcGVjdGVkLW9mLWtpbGxpbmctMTEtaW4tbm9ydGhlYXN0ZXJuLWNvbmdv0gF7aHR0cHM6Ly93d3cuc3RhbmRhcmRtZWRpYS5jby5rZS9hbXAvYWZyaWNhL2FydGljbGUvMjAwMTQ3NzQwOS9tMjMtcmViZWwtZ3JvdXAtc3VzcGVjdGVkLW9mLWtpbGxpbmctMTEtaW4tbm9ydGhlYXN0ZXJuLWNvbmdv?oc=5," href=""https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LnN0YW5kYXJkbWVkaWEuY28ua2UvYWZyaWNhL2FydGljbGUvMjAwMTQ3NzQwOS9tMjMtcmViZWwtZ3JvdXAtc3VzcGVjdGVkLW9mLWtpbGxpbmctMTEtaW4tbm9ydGhlYXN0ZXJuLWNvbmdv0gF7aHR0cHM6Ly93d3cuc3RhbmRhcmRtZWRpYS5jby5rZS9hbXAvYWZyaWNhL2FydGljbGUvMjAwMTQ3NzQwOS9tMjMtcmViZWwtZ3JvdXAtc3VzcGVjdGVkLW9mLWtpbGxpbmctMTEtaW4tbm9ydGhlYXN0ZXJuLWNvbmdv?oc=5"" target=""_blank"">M23 rebel group suspected of killing 11 in Northeastern Congo</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Standard</font",2023-07-17 07:52:43+00:00,The Standard
"Isolated heavy rains in Northeastern states on July 20, 21: IMD - Sentinelassam - The Sentinel Assam",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnNlbnRpbmVsYXNzYW0uY29tL3RvcGhlYWRsaW5lcy9pc29sYXRlZC1oZWF2eS1yYWlucy1pbi1ub3J0aGVhc3Rlcm4tc3RhdGVzLW9uLWp1bHktMjAtMjEtaW1kLTY1ODU3MdIBc2h0dHBzOi8vd3d3LnNlbnRpbmVsYXNzYW0uY29tL2FtcC90b3BoZWFkbGluZXMvaXNvbGF0ZWQtaGVhdnktcmFpbnMtaW4tbm9ydGhlYXN0ZXJuLXN0YXRlcy1vbi1qdWx5LTIwLTIxLWltZC02NTg1NzE?oc=5," href=""https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnNlbnRpbmVsYXNzYW0uY29tL3RvcGhlYWRsaW5lcy9pc29sYXRlZC1oZWF2eS1yYWlucy1pbi1ub3J0aGVhc3Rlcm4tc3RhdGVzLW9uLWp1bHktMjAtMjEtaW1kLTY1ODU3MdIBc2h0dHBzOi8vd3d3LnNlbnRpbmVsYXNzYW0uY29tL2FtcC90b3BoZWFkbGluZXMvaXNvbGF0ZWQtaGVhdnktcmFpbnMtaW4tbm9ydGhlYXN0ZXJuLXN0YXRlcy1vbi1qdWx5LTIwLTIxLWltZC02NTg1NzE?oc=5"" target=""_blank"">Isolated heavy rains in Northeastern states on July 20, 21: IMD - Sentinelassam</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Sentinel Assam</font",2023-07-18 02:09:04+00:00,The Sentinel Assam
"To save Cherokee language, a digital tool shares tales of Standing ... - College of Social Sciences and Humanities",https://news.google.com/rss/articles/CBMijAFodHRwczovL2Nzc2gubm9ydGhlYXN0ZXJuLmVkdS90by1zYXZlLWNoZXJva2VlLWxhbmd1YWdlLWEtZGlnaXRhbC10b29sLXNoYXJlcy10YWxlcy1vZi1zdGFuZGluZy1yb2NrLWFuZC1iaWctc25ha2Utd2l0aC10aGUtbmV4dC1nZW5lcmF0aW9uL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMijAFodHRwczovL2Nzc2gubm9ydGhlYXN0ZXJuLmVkdS90by1zYXZlLWNoZXJva2VlLWxhbmd1YWdlLWEtZGlnaXRhbC10b29sLXNoYXJlcy10YWxlcy1vZi1zdGFuZGluZy1yb2NrLWFuZC1iaWctc25ha2Utd2l0aC10aGUtbmV4dC1nZW5lcmF0aW9uL9IBAA?oc=5"" target=""_blank"">To save Cherokee language, a digital tool shares tales of Standing ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">College of Social Sciences and Humanities</font",2023-06-23 07:00:00+00:00,College of Social Sciences and Humanities
"USDA to conduct annual potato processing survey | News, Sports ... - Lewistown Sentinel",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3Lmxld2lzdG93bnNlbnRpbmVsLmNvbS9uZXdzL2FncmljdWx0dXJlLzIwMjMvMDcvdXNkYS10by1jb25kdWN0LWFubnVhbC1wb3RhdG8tcHJvY2Vzc2luZy1zdXJ2ZXkv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3Lmxld2lzdG93bnNlbnRpbmVsLmNvbS9uZXdzL2FncmljdWx0dXJlLzIwMjMvMDcvdXNkYS10by1jb25kdWN0LWFubnVhbC1wb3RhdG8tcHJvY2Vzc2luZy1zdXJ2ZXkv0gEA?oc=5"" target=""_blank"">USDA to conduct annual potato processing survey | News, Sports ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Lewistown Sentinel</font",2023-07-17 05:16:36+00:00,Lewistown Sentinel
Tar spot confirmed in 4 northeastern Kansas counties - Tar spot ... - Farm Progress,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmZhcm1wcm9ncmVzcy5jb20vY3JvcC1kaXNlYXNlL3Rhci1zcG90LWNvbmZpcm1lZC1pbi00LW5vcnRoZWFzdGVybi1rYW5zYXMtY291bnRpZXMt0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmZhcm1wcm9ncmVzcy5jb20vY3JvcC1kaXNlYXNlL3Rhci1zcG90LWNvbmZpcm1lZC1pbi00LW5vcnRoZWFzdGVybi1rYW5zYXMtY291bnRpZXMt0gEA?oc=5"" target=""_blank"">Tar spot confirmed in 4 northeastern Kansas counties - Tar spot ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Farm Progress</font",2023-07-10 07:00:00+00:00,Farm Progress
Spruce Budworm Expands Across Northeastern Minnesota - wtip.org,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3RpcC5vcmcvYXJjaGl2ZXMvc3BydWNlLWJ1ZHdvcm0tZXhwYW5kcy1hY3Jvc3Mtbm9ydGhlYXN0ZXJuLW1pbm5lc290YS_SAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3RpcC5vcmcvYXJjaGl2ZXMvc3BydWNlLWJ1ZHdvcm0tZXhwYW5kcy1hY3Jvc3Mtbm9ydGhlYXN0ZXJuLW1pbm5lc290YS_SAQA?oc=5"" target=""_blank"">Spruce Budworm Expands Across Northeastern Minnesota</a>&nbsp;&nbsp;<font color=""#6f6f6f"">wtip.org</font",2023-07-07 07:00:00+00:00,wtip.org
"Extreme Weather Conditions In US, Thunderstorms in Northeastern part, Severe Heatwave in the South - Times Now",https://news.google.com/rss/articles/CBMiogFodHRwczovL3d3dy50aW1lc25vd25ld3MuY29tL3ZpZGVvcy9taXJyb3Itbm93L3NvY2lldHkvdXMtd2VhdGhlci10aHVuZGVyc3Rvcm1zLWJhdHRlci1ub3J0aGVhc3QtYmxpc3RlcmluZy1oZWF0d2F2ZS1pbi1zb3V0aC10b3JuYWRvLWFsZXJ0LWlzc3VlZC12aWRlby0xMDE4MzA5MTjSAaYBaHR0cHM6Ly93d3cudGltZXNub3duZXdzLmNvbS92aWRlb3MvbWlycm9yLW5vdy9zb2NpZXR5L3VzLXdlYXRoZXItdGh1bmRlcnN0b3Jtcy1iYXR0ZXItbm9ydGhlYXN0LWJsaXN0ZXJpbmctaGVhdHdhdmUtaW4tc291dGgtdG9ybmFkby1hbGVydC1pc3N1ZWQtdmlkZW8tMTAxODMwOTE4L2FtcA?oc=5," href=""https://news.google.com/rss/articles/CBMiogFodHRwczovL3d3dy50aW1lc25vd25ld3MuY29tL3ZpZGVvcy9taXJyb3Itbm93L3NvY2lldHkvdXMtd2VhdGhlci10aHVuZGVyc3Rvcm1zLWJhdHRlci1ub3J0aGVhc3QtYmxpc3RlcmluZy1oZWF0d2F2ZS1pbi1zb3V0aC10b3JuYWRvLWFsZXJ0LWlzc3VlZC12aWRlby0xMDE4MzA5MTjSAaYBaHR0cHM6Ly93d3cudGltZXNub3duZXdzLmNvbS92aWRlb3MvbWlycm9yLW5vdy9zb2NpZXR5L3VzLXdlYXRoZXItdGh1bmRlcnN0b3Jtcy1iYXR0ZXItbm9ydGhlYXN0LWJsaXN0ZXJpbmctaGVhdHdhdmUtaW4tc291dGgtdG9ybmFkby1hbGVydC1pc3N1ZWQtdmlkZW8tMTAxODMwOTE4L2FtcA?oc=5"" target=""_blank"">Extreme Weather Conditions In US, Thunderstorms in Northeastern part, Severe Heatwave in the South</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times Now</font",2023-07-17 12:26:44+00:00,Times Now
LIST: 2023 Summer bazaars and picnics in northeastern PA - PAHomePage.com,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LnBhaG9tZXBhZ2UuY29tL2NvbW11bml0eS9saXN0LTIwMjMtc3VtbWVyLWJhemFhcnMtYW5kLXBpY25pY3MtaW4tbm9ydGhlYXN0ZXJuLXBhL9IBYWh0dHBzOi8vd3d3LnBhaG9tZXBhZ2UuY29tL2NvbW11bml0eS9saXN0LTIwMjMtc3VtbWVyLWJhemFhcnMtYW5kLXBpY25pY3MtaW4tbm9ydGhlYXN0ZXJuLXBhL2FtcC8?oc=5," href=""https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LnBhaG9tZXBhZ2UuY29tL2NvbW11bml0eS9saXN0LTIwMjMtc3VtbWVyLWJhemFhcnMtYW5kLXBpY25pY3MtaW4tbm9ydGhlYXN0ZXJuLXBhL9IBYWh0dHBzOi8vd3d3LnBhaG9tZXBhZ2UuY29tL2NvbW11bml0eS9saXN0LTIwMjMtc3VtbWVyLWJhemFhcnMtYW5kLXBpY25pY3MtaW4tbm9ydGhlYXN0ZXJuLXBhL2FtcC8?oc=5"" target=""_blank"">LIST: 2023 Summer bazaars and picnics in northeastern PA</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PAHomePage.com</font",2023-06-21 07:00:00+00:00,PAHomePage.com
